Year,Month,Day,Hour,Minute,Second,HYY_META.T336
2022,01,15,19,00,00,-4.80733
2022,01,15,19,30,00,-5.001
2022,01,15,20,00,00,-5.20233
2022,01,15,20,30,00,-5.62767
2022,01,15,21,00,00,-5.66567
2022,01,15,21,30,00,-5.67833
2022,01,15,22,00,00,-5.52133
2022,01,15,22,30,00,-5.57367
2022,01,15,23,00,00,-5.47467
2022,01,15,23,30,00,-5.18667
2022,01,16,00,00,00,-4.76867
2022,01,16,00,30,00,-4.337
2022,01,16,01,00,00,-3.837
2022,01,16,01,30,00,-3.29433
2022,01,16,02,00,00,-2.99433
2022,01,16,02,30,00,-2.70233
2022,01,16,03,00,00,-2.809
2022,01,16,03,30,00,-2.77633
2022,01,16,04,00,00,-2.56567
2022,01,16,04,30,00,-2.65233
2022,01,16,05,00,00,-2.87867
2022,01,16,05,30,00,-2.99
2022,01,16,06,00,00,-3.09033
2022,01,16,06,30,00,-3.38
2022,01,16,07,00,00,-3.70033
2022,01,16,07,30,00,-3.85733
2022,01,16,08,00,00,-4.03433
2022,01,16,08,30,00,-4.27433
2022,01,16,09,00,00,-4.66867
2022,01,16,09,30,00,-4.59
2022,01,16,10,00,00,-4.43
2022,01,16,10,30,00,-4.38
2022,01,16,11,00,00,-4.17333
2022,01,16,11,30,00,-3.88833
2022,01,16,12,00,00,-3.375
