Year,Month,Day,Hour,Minute,Second,HYY_META.WSU336
2011,01,13,20,30,00,3.779
2011,01,13,21,00,00,3.76833
2011,01,13,21,30,00,3.69967
2011,01,13,22,00,00,3.48567
2011,01,13,22,30,00,3.35357
2011,01,13,23,00,00,3.4
2011,01,13,23,30,00,3.56467
2011,01,14,00,00,00,3.45167
2011,01,14,00,30,00,3.3
2011,01,14,01,00,00,3.63828
2011,01,14,01,30,00,3.46433
2011,01,14,02,00,00,3.527
2011,01,14,02,30,00,3.54333
2011,01,14,03,00,00,3.49633
2011,01,14,03,30,00,3.689
2011,01,14,04,00,00,3.45333
2011,01,14,04,30,00,3.42379
2011,01,14,05,00,00,3.68
2011,01,14,05,30,00,3.47633
2011,01,14,06,00,00,3.21867
2011,01,14,06,30,00,3.51767
2011,01,14,07,00,00,3.3731
2011,01,14,07,30,00,3.349
2011,01,14,08,00,00,3.493
2011,01,14,08,30,00,3.40034
2011,01,14,09,00,00,3.62067
2011,01,14,09,30,00,4.22724
2011,01,14,10,00,00,4.21967
2011,01,14,10,30,00,3.59833
2011,01,14,11,00,00,3.84867
2011,01,14,11,30,00,3.50767
2011,01,14,12,00,00,2.96933
2011,01,14,12,30,00,3.52793
2011,01,14,13,00,00,3.64767
2011,01,14,13,30,00,3.10367
2011,01,14,14,00,00,3.39833
2011,01,14,14,30,00,2.92
2011,01,14,15,00,00,2.79233
2011,01,14,15,30,00,3.07069
2011,01,14,16,00,00,3.427
2011,01,14,16,30,00,3.725
2011,01,14,17,00,00,4.16433
2011,01,14,17,30,00,3.70733
2011,01,14,18,00,00,4.59967
2011,01,14,18,30,00,4.68448
2011,01,14,19,00,00,4.36867
2011,01,14,19,30,00,3.78
2011,01,14,20,00,00,3.673
2011,01,14,20,30,00,3.05567
2011,01,14,21,00,00,3.52167
2011,01,14,21,30,00,3.697
2011,01,14,22,00,00,3.48867
2011,01,14,22,30,00,3.233
2011,01,14,23,00,00,3.49267
2011,01,14,23,30,00,4.08967
2011,01,15,00,00,00,3.92833
2011,01,15,00,30,00,4.10933
2011,01,15,01,00,00,3.25567
2011,01,15,01,30,00,3.65167
2011,01,15,02,00,00,4.172
2011,01,15,02,30,00,3.76667
2011,01,15,03,00,00,3.84233
2011,01,15,03,30,00,3.89733
2011,01,15,04,00,00,4.13233
2011,01,15,04,30,00,4.014
2011,01,15,05,00,00,3.724
2011,01,15,05,30,00,3.99333
2011,01,15,06,00,00,4.06433
2011,01,15,06,30,00,3.74433
2011,01,15,07,00,00,4.00467
2011,01,15,07,30,00,3.94033
2011,01,15,08,00,00,4.01967
2011,01,15,08,30,00,3.90233
2011,01,15,09,00,00,4.081
2011,01,15,09,30,00,4.24
2011,01,15,10,00,00,3.47133
2011,01,15,10,30,00,3.34233
2011,01,15,11,00,00,3.23433
2011,01,15,11,30,00,3.329
2011,01,15,12,00,00,2.533
2011,01,15,12,30,00,2.765
2011,01,15,13,00,00,2.317
2011,01,15,13,30,00,2.08586
2011,01,15,14,00,00,3.036
2011,01,15,14,30,00,3.11967
2011,01,15,15,00,00,3.15533
2011,01,15,15,30,00,3.285
2011,01,15,16,00,00,3.757
2011,01,15,16,30,00,2.60967
2011,01,15,17,00,00,3.294
2011,01,15,17,30,00,3.74867
2011,01,15,18,00,00,2.59667
2011,01,15,18,30,00,2.577
2011,01,15,19,00,00,3.16833
2011,01,15,19,30,00,3.03
2011,01,15,20,00,00,2.88867
2011,01,15,20,30,00,3.09367
2011,01,15,21,00,00,2.99167
2011,01,15,21,30,00,3.98633
2011,01,15,22,00,00,3.96667
2011,01,15,22,30,00,3.95533
2011,01,15,23,00,00,3.95533
2011,01,15,23,30,00,4.33933
2011,01,16,00,00,00,4.06367
2011,01,16,00,30,00,3.57967
2011,01,16,01,00,00,3.6769
2011,01,16,01,30,00,3.90767
2011,01,16,02,00,00,3.844
2011,01,16,02,30,00,3.41138
2011,01,16,03,00,00,1.82875
2011,01,16,03,30,00,2.11462
2011,01,16,04,00,00,2.62619
2011,01,16,04,30,00,2.89733
2011,01,16,05,00,00,2.39538
2011,01,16,05,30,00,2.49913
2011,01,16,06,00,00,4.572
2011,01,16,06,30,00,3.06556
2011,01,16,07,00,00,3.94667
2011,01,16,07,30,00,3.49571
2011,01,16,08,00,00,4.37433
2011,01,16,08,30,00,4.30967
2011,01,16,09,00,00,4.14517
2011,01,16,09,30,00,3.658
2011,01,16,10,00,00,3.99241
2011,01,16,10,30,00,4.39964
2011,01,16,11,00,00,4.555
2011,01,16,11,30,00,4.48179
2011,01,16,12,00,00,4.62214
2011,01,16,12,30,00,5.10967
2011,01,16,13,00,00,5.277
2011,01,16,13,30,00,4.74897
2011,01,16,14,00,00,4.30241
2011,01,16,14,30,00,5.06276
2011,01,16,15,00,00,5.38074
2011,01,16,15,30,00,6.02
2011,01,16,16,00,00,6.01333
2011,01,16,16,30,00,6.08
2011,01,16,17,00,00,6.695
2011,01,16,17,30,00,6.47517
2011,01,16,18,00,00,6.10379
2011,01,16,18,30,00,6.458
2011,01,16,19,00,00,6.22767
2011,01,16,19,30,00,6.85033
2011,01,16,20,00,00,7.163
2011,01,16,20,30,00,6.55241
2011,01,16,21,00,00,5.687
2011,01,16,21,30,00,5.25233
2011,01,16,22,00,00,5.312
2011,01,16,22,30,00,5.88069
2011,01,16,23,00,00,5.805
2011,01,16,23,30,00,5.78267
2011,01,17,00,00,00,5.55967
2011,01,17,00,30,00,5.94769
2011,01,17,01,00,00,4.84036
2011,01,17,01,30,00,4.87704
2011,01,17,02,00,00,5.06414
2011,01,17,02,30,00,4.57667
2011,01,17,03,00,00,4.48815
2011,01,17,03,30,00,4.77714
2011,01,17,04,00,00,4.48286
2011,01,17,04,30,00,4.12346
