Year,Month,Day,Hour,Minute,Second,HYY_META.WDU336
2018,01,16,16,00,00,144.163
2018,01,16,16,30,00,143.39367
2018,01,16,17,00,00,141.509
2018,01,16,17,30,00,144.37267
2018,01,16,18,00,00,143.24467
2018,01,16,18,30,00,145.43633
2018,01,16,19,00,00,143.39367
2018,01,16,19,30,00,142.089
2018,01,16,20,00,00,143.21667
2018,01,16,20,30,00,144.04733
2018,01,16,21,00,00,141.99067
2018,01,16,21,30,00,142.361
2018,01,16,22,00,00,143.07433
2018,01,16,22,30,00,143.798
2018,01,16,23,00,00,142.46067
2018,01,16,23,30,00,141.89733
2018,01,17,00,00,00,139.41033
2018,01,17,00,30,00,134.14067
2018,01,17,01,00,00,134.82267
2018,01,17,01,30,00,133.46567
2018,01,17,02,00,00,131.368
2018,01,17,02,30,00,133.111
2018,01,17,03,00,00,137.718
2018,01,17,03,30,00,133.70467
2018,01,17,04,00,00,133.56667
2018,01,17,04,30,00,136.86133
2018,01,17,05,00,00,135.32033
2018,01,17,05,30,00,124.46967
